,datano,꽃 이름,꽃 영문이름,꽃말,사용,생장
234,132,하늘나리,Star lily,"길들여지지 않음, 변치 않는 귀여움",꽃이 화려한데다 크고 색상이 강렬하여 눈에 잘 뜨인다. 정원의 경계부나 화단의 포인트가 될 부분에 모아심기 해 두면 참 잘 어울린다. 가정에 심어두고 한창 개화기 때 꽃을 잘라 꽃꽂이용으로 이용해도 좋다.,여름철 고온다습한 환경에 약하므로 배수가 잘되는 곳에 심는다. 가장 널리 이용하는 방법이 인편번식으로 깨끗한 삽목상에 심는다. 종자번식도 잘되는데 씨앗을 뿌리면 3년은 지나야 꽃이 핀다. 나리류 중에서 참나리만 주아(꽃대의 잎겨드랑이에 검은색 열매처럼 보이는)가 달리는데 이 주아를 뿌린다.
235,131,해당화,Rugosa rose,"온화, 원망",원예적으로는 장미대목으로도 쓰였는데 지금은 대목전용으로 개량된 품종도 있다. 가시가 있어 경계수나 생울타리용으로 이용할만 하며 꽃봉오리는 약용으로 쓰인다. 임자면 대광해수욕장 주변에 피는 해당화는 매년 붉고 소박한 꽃을 피워 관광객들의 눈길을 사로잡는다.,주로 모래땅에서 자라지만 산간지역이 아니라면 어디서든 잘 자란다. 뿌리가 충실한 삽목묘를 사다 기른다.
236,130,모란,Tree paeony,"부귀, 영화, 성실","<p>재배품종들이 많으며 우리나라에서는 주로 뿌리를 약용으로 쓰려고 재배하고 있다. 요즘은 꽃 요리에 이용되기도 한다. 풍성하고 매력적인 꽃이 부귀를 상징하므로 고풍스러운 정원에 잘 어울린다.</p>
","<p>추위에 견디는 힘이 강해 어디서든 잘 자라지만 건조한 곳은 좋지 않다. 번식은 이른 봄이나 가을에 씨앗을 뿌려 묘로 양성하거나 가을에 눈 2-3개씩 붙여 포기나누기 해 준다.</p>
"
237,129,칠엽수,Horse chestnut,천재,공해에 강하니 도로변의 가로수로 좋고 수형이 크고 병충해에도 강해 공원이나 건물주변의 녹음수로도 좋다. 가을에 단풍모양도 좋아 학교 교정 진입로에 심어도 좋다.,햇볕이 잘 들고 물이 잘 빠지는 곳이 좋다. 추위에 잘 견디기 때문에 전국 어디서든 잘 자란다.
238,128,루피너스,Lupine,"탐욕, 삶의 욕구",현재 많은 품종들이 나와 있으며 주로 정원용 식물로 이용되고 있다. 여름철에는 시원한 곳에서 잘 자란다. 향기가 좋아 절화용으로도 좋으며 공기 중의 질소를 식물의 양분으로 전환시키는 콩과식물의 특성을 살려 정원을 비옥하게 해봐도 좋다.,"건조한 곳이나 계곡의 초원, 산 속 햇볕이 잘 드는 곳을 좋아한다. 여름의 고온다습한 환경에서는 생육이 좋지 않으니 물 빠짐이 좋은 곳에 심어야 한다. 추위에는 약한 편으로 중부이북의 노지에서 겨울나기는 어렵다."
239,127,당아욱,Mallow,"자애, 어머니의 사랑","집이나 정원 주변, 공터 등지에 심으면 보기 좋으며 생육이 왕성해 한번 조성해 두면 반영구적으로 볼 수 있다. 아파트 베란다에서도 연중무휴 꽃을 볼수 있다.",종자로만 번식한다. 5~6월 꽃이 진 다음 종자가 달린다. 잘 익은 씨앗을 골라 늦여름이나 초가을에 뿌리면 이듬해 늦은 봄에 꽃이 핀다. 추위에 강해 중북부 이남이면 어디든 기를 수 있다.
240,126,철쭉,"철쭉은 Royal azalea, 산철쭉은 Korean azalea","정열, 명예",철쭉은 키도 작고 봄에 꽃 피었을 때 모양이 좋아 노지 화목류로는 조경이나 정원용으로 철쭉만큼 많이 쓰는 것도 드물다. 특히 음지(진달래는 반음지성)나 추위에도 강해 전국적으로 쓰인다.,철쭉은 어느 정도 거름기가 있고 배수가 잘 되는 곳이면 생육에 특별한 어려움은 없다. 공해에는 다소 약하고 생장이 늦은 편이다. 씨앗번식이 잘되는데 가을에 씨앗을 받아 바로 뿌리거나 건조 저장했다가 봄에 뿌리면 잘 발아한다. 삽목은 5월 하순에 새로 나온 가지를 잘라 번식한다.
241,125,꽃아까시나무,Rose-acacia,단결,공기 중에 있는 질소를 고정시켜 땅을 비옥하게 하는 콩과식물이다. 원래 햇빛만 웬만큼 들면 어디서든 잘 자라지만 흙속에 질소까지 공급해주니 척박한 땅에 심어도 좋을 것 같다. 맹아력이 좋아 경사면에 심으면 토양을 안정시키는 효과가 있다.,"해안가, 도심 가리지 않고 잘 자라지만 정원용으로 심을 때는 뿌리의 발달이 왕성하므로 관리가 필요하다. 가지뻗음이 활발하여 제때 가지치기를 해주지 않으면 잡목으로 변할 수도 있다."
242,124,금잔화,Pot marigold,이별의 슬픔,무수히 많은 품종들이 개량되어 봄 화단용 초화류로 확실히 자리를 잡은 품목이다. 서양에서는 오래전부터 화초용 외에도 치료약이나 허브식물로도 이용되고 있다.,"가을에 씨를 뿌리는 추파일년초로써 추위에 강해 우리나라 어디서든 잘 자란다. 사람도 그런 것 같지만 식물도 추위에 강한 것들은 더위에는 약한 것이 보통이다. 금잔화도 여름에 무덥지만 않으면 봄부터 가을까지 계속 꽃을 피울 수 있는데, 여름의 고온기를 견디지 못해 화단에서 초여름까지만 관상하는 식물이다."
243,123,노랑무늬붓꽃,Korean iris,절제된 아름다움,"시원스러운 잎과 청결함이 돋보이는 꽃, 모두 관상하기 좋은 식물이다. 특히 군식했을 때 돋보이므로 지피식물로 이용하거나 분화용으로도 좋다.",토양은 어떤 종류에서든 잘 자라지만 여름더위에는 약하다. 햇볕이 잘 들고 통풍이 잘되며 물빠짐이 좋은 곳에 심어야 한다.
244,122,금어초,Snapdragon,욕망,"우리나라에는 일본 품종들이 많이 재배되고 있는데, 거의 전량이 꽃꽂이용으로 생산되고 있다. 꽃은 백색 품종들의 주류를 이루고 있으나 노랑, 핑크 등 다양하다.","원래 가을에 파종하여 5월부터 생산하는 게 보통이지만 묘의 저온처리나 일장처리, 씨 뿌리는 시기 조절, 삽목묘 이용 등의 기술이 발달하면서 재배작형이 세분화되어 지금은 거의 연중 꽃을 생산할 수 있다."
245,121,돌단풍,Maple-leaf mukdenia,미덕,자생식물로서는 오래전부터 조경소재로 사랑을 받아오던 식물이다. 암석원 주변이나 물이 있는 바위틈이면 어디든 잘 어울린다. 가정에서 분화용으로도 쉽게 기를 수 있다.,번식방법으로는 씨앗번식과 포기나누기 모두 가능하며 건조와 습기에 강하지만 자생지 특성을 살려 배수가 잘 되는 곳에 심는 것이 좋다. 또 충분한 월동을 해야만 탐스런 꽃을 피울 수 있다.
246,120,민들레,Dandelion,"사랑의 신탁, 불사신","화단, 분화, 지면피복용 등 관상용으로 주로 쓰인다. 어린잎은 식용으로 뿌리는 약용으로 쓰는데, 뿌리를 말려 커피대용으로 음용한다고도 한다. 생활주변에 보이는 개체들은 대부분 서양민들레다.","음지에는 약하지만 추위나 더위, 습기에도 강해 전국 어디서나 햇볕이 드는 곳이면 키울 수 있다. 종자가 바람에 쉽게 날리기 때문에 원하지 않는 부위에 나면 제거하는 것이 일이 될 수도 있다."
247,119,회양목,Box tree,"금욕, 금기","아파트 공원, 가로 화단, 크고 작은 정원 등 각종 시민 휴식공간에 가장 많이 식재되고 있는 수종이다. 경계부 조경을 위해 우리나라 어디서든 이용할 수 있어 노지식재용 수종으로 매우 좋은 식물 중의 하나임에 틀림없다. 재질이 견고하고 단단하여 예로부터 도장을 만드는 나무였으며 회양목으로 만든 빗은 최고로 여긴다.",공해에도 강하고 이식력도 강해 어디서나 잘 자라지만 강한 산성토양은 피하는 것이 좋다.
248,118,동의나물,"Kingcup, Marsh marigold, Yellow marsh marigold","다가올 행복, 금잔",어린순을 묵나물로 이용하기도 하지만 유독성식물이니 조심해야 한다. 물가주변에 지피식물로 이용하거나 분화용으로도 좋다.,6월경에 채취한 종자를 반그늘의 습한 곳에 파종하거나 가을에 분주한다. 내한성이 강하고 햇볕이 드는 반그늘의 습한 곳이 좋다.
249,117,한련화,Garden nasturtium,"애국심, 변덕",자라는 습성이 뭔가를 타고 올라가는 습성이 있어 울타리나 파고라 같은 곳에 심으면 잘 어울린다. 꽃과 잎에는 비타민C가 다량 함유되어있어 샐러드에 이용하면 시각적으로나 영양면에서 좋다.,잎줄기가 연약하고 수분증발이 많아 물주기를 잘해야 한다. 발아도 잘되고 기르기 어려운 점은 없지만 서리에는 약하다.
250,116,포플러,Poplar,"비탄, 애석","은사시나무는 조경용으로 많이 쓰이고 있으며, 축산폐수를 처리하는데 탁월한 효과가 있는 것으로 밝혀져 돼지 사육농가 근처에 심기도 한다.",물이 잘 빠지고 질소질이 풍부한 사질토에서 잘 자라며 광선을 좋아한다. 삽목으로 번식하는 것이 보통이다.
251,115,페튜니아,Common garden petunia,사랑의 방해,페튜니아는 우리에게 여름을 알리는 대표적인 화단용 일년초이다. 현재 화단용으로 재배되는 것은 100% 원예종으로 대부분이 F1품종이다. 요즘은 페튜니아를 덩굴성으로 육종한 사피니아 유래계통의 품종이 나와 다리난간이나 가로등에 거는 헹잉용으로 인기가 있다.,"개화기는 파종기를 가지고 조절할 수 있다. 즉 봄에 꽃을 보려면 전년도 초겨울에, 여름에 꽃을 피우려면 이른 봄에 파종하면 된다. 페튜니아는 습해에 매우 약하기 때문에 여름 장마철을 잘 넘겨야 하는데, 이 경우 파종기나 품종선택, 전정 등의 방법으로 문제를 해결할 수 있다. 페튜니아는 상대적 장일식물로서 저온단일에서는 마디가 짧아지고 꽃수는 많아지지만 개화가 지연되며, 고온장일에서는 분지수가 줄어들고 마디가 길어지면서 개화는 빨라진다. 따라서 건실한 묘를 키우기 위해서는 온실에서 초겨울에 파종하여 4∼5월에 개화되도록 하는 것이 좋다."
252,114,봄맞이꽃,Rock jasmine,봄의 속삭임,우리 곁에 봄이 확실히 왔음을 알려주는 대표적인 일년초다. 정원이나 공원 한켠에 무리지어 있으면 4월의 대지를 하얀 보석으로 수놓은 것처럼 아름답다. 예쁜 화분에 담아둬도 봄 내내 즐길 수 있다.,일년생 풀이라 씨앗으로 번식이 잘 된다. 꽃이 다 피었을 때 예쁘다고 캐서 옮겨 심으면 대부분 죽는다. 꽃이 피지 않은 개체를 캐서 옮기거나 씨앗을 따서 뿌리면 쉽게 늘어난다.
253,113,전나무(젓나무),Needle fir,장엄,"전나무는 전형적인 고산성 상록교목으로서 도로변 조경용으로 흔히 심긴다. 펄프원료, 약용, 가구재, 건축재 등으로도 쓰이며, 특히 줄기가 휘지 않고 곧아 옛 건축물의 기둥으로 쓰였다(해인사 대장경 건물, 통도사 기둥, 무량사 극락전 기둥).",공해에 약해 도심이용은 고려해야 한다. 토양습도와 대기습도가 높은 곳에서의 생육이 좋다.
254,112,자작나무,Birch,당신을 기다립니다.,"공해에 약해 가로수로는 곤란하며 흰색의 수피가 아름다워 조경이나 정원수로 애용되는 식물이다. 자작나무 껍질은 좀처럼 썩지 않는다고 한다. 천여 년 전에 그린 천마총의 천마도가 아직도 건재한 것을 보면 어느 정도인지 알 수가 있다. 또 요즘에는 자작나무에서 감미료를 추출하여 껌을 만든 제품도 나와 있다. 약용, 식용, 가구재 여러모로 쓰임새가 많다.",대표적인 양지식물로 내한성이 강하고 생육이 빠르나 따뜻한 곳에서는 성장이 좋지 않다. 반사열을 싫어하므로 뿌리주변에 지피식물을 심어 보호해야 한다.
255,111,으름,Five leaf akebia,재능,"덩굴성으로 가정 정원의 퍼골라나 울타리용 등으로 잘 어울리는 식물이다. 열매나 씨앗은 약용으로 이용되며, 과육은 생식용으로, 줄기는 바구니를 만드는데 이용된다고 한다.",추위에 견디는 힘이 보통으로 중부이남지역에서는 월동이 가능할 것으로 보인다. 건조나 음지에도 강해 적응범위가 넓다. 공해에는 약해 도로변 같은 곳은 곤란하다. 거름기가 충분하고 반 그늘진 곳으로 습기가 적당히 유지되는 곳이 최적지이다. 대량생산을 위해서는 씨앗을 뿌리거나 삽목하면 된다.
256,110,월계수,"Sweet bay, Nobel laurel, Victor's laurel",불변,우리나라에서는 남부지역에서만 일부 관상수로 심어져 있다. 겨울이 따뜻한 지역에서 정상적으로 자라며 관엽식물로 실내에서 재배되기도 한다. 잎은 향신료로도 쓰인다.,꺾꽂이로 번식하며 물 빠짐이 좋은 약간 그늘진 곳이 좋다. 추위에 약해서 중부이북에서는 월동하지 못한다.
257,109,아이리스,"Iris, Fleur-de-lis","좋은 소식, 변덕스러움","구근아이리스는 추식구근으로 보통 가을에 심어 5∼6월에 절화로 생산되고 있으며 수명은 짧지만 모양이 예뻐 꽃꽂이용으로 많이 이용되고 있다. 자생 붓꽃류는 추위뿐만 아니라 더위에도 무척 강해 최근 조경용으로 많이 이용되고 있는데, 특히 습지나 하천 변, 도심 속 냇가 등처럼 물이 많은 곳 주변에 관상용으로 이용할 수 있다.",붓꽃은 서늘한 양지나 반 그늘진 곳에서 잘 자란다. 추위에 강해 우리나라 어디서든 월동에 별 문제가 없다. 토양은 약산성을 좋아한다. 대량번식은 씨앗뿌리기나 포기나누기 모두 잘 된다. 7-8월에 씨앗을 받아 충실한 것들을 골라 뿌리면 잘 발아한다.
258,108,아디안텀,Brittle maidenhair fern,애교,아디안텀은 실내 관엽식물로 흔히 재배되고 있다. 잎 모양이 시원하며 부드러운 느낌을 주는 데다 실내처럼 광이 많지 않은 곳에서도 잘 자라기 때문이다.,실내에서 기를 때에는 중요한 것이 물 관리다. 원래 양치류들이 습기를 좋아한다는 것을 감안하여 물을 주되 여름철에는 매일 스프레이 해주는 것이 좋다. 이 식물은 원래 고향이 열대지역이라 추위에 약해서 겨울에도 온도를 15℃ 이상 유지해 줘야 꾸준히 관상할 수 있다. 단순히 포기를 월동시키려는 경우에도 8℃ 이상은 유지되어야 한다.
